	Title	created_at	URL	text	About_text	Year	Month	Day	Time	Date
0	Ρήτρα αναπροσαρμογής: Παρατείνεται η απαγόρευση διακοπής ρεύματος στους ευάλωτους	06 Ιουλίου 2022 17:09	https://www.news247.gr/koinonia/ritra-anaprosarmogis-parateinetai-i-apagoreysi-diakopis-reymatos-stoys-eyalotoys.9688731.html	Με απόφαση του Πολυμελούς Πρωτοδικείου Αθηνών, παρατείνεται η προσωρινή διαταγή απαγόρευσης διακοπής του ηλεκτρικού ρεύματος σε ευάλωτα νοικοκυριά.	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουλίου	06	17:09	2022-07-06 17:09:00
1	Ρήτρα αναπροσαρμογής: Στη Βουλή η αναστολή της και το πλαφόν στη χονδρική	29 Ιουνίου 2022 09:51	https://www.news247.gr/politiki/ritra-anaprosarmogis-sti-voyli-i-anastoli-tis-kai-to-plafon-sti-chondriki.9680740.html	Στην Ολομέλεια της Βουλής σήμερα η αναστολή της ρήτρας αναπροσαρμογής με τη μορφή τροπολογίας και η παρέμβαση στη χονδρική.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	29	09:51	2022-06-29 09:51:00
2	Τσίπρας: Εμπαιγμός η δήθεν κατάργηση της ρήτρας αναπροσαρμογής	29 Ιουνίου 2022 06:31	https://www.news247.gr/politiki/tsipras-empaigmos-i-dithen-katargisi-tis-ritras-anaprosarmogis.9680583.html	Την κυβερνητική προσπάθεια να απαλείψει τη ρήτρα από τους λογαριασμούς όχι όμως και από τις... χρεώσεις στο ηλεκτρικό ρεύμα αναμένεται να καταγγείλει σήμερα ο πρόεδρος του ΣΥΡΙΖΑ.	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	29	06:31	2022-06-29 06:31:00
3	"Ρήτρα αναπροσαρμογής: ""Δεν καταργείται, απλά αλλάζει όνομα"" λέει το ΙΝΚΑ"	28 Ιουνίου 2022 14:10	https://www.news247.gr/energia/ritra-anaprosarmogis-den-katargeitai-apla-allazei-onoma-leei-to-inka.9679870.html	"Για παραβίαση της ευρωπαϊκής νομοθεσίας κάνει λόγο το Ινστιτούτο καταναλωτή σχετικά με την τροπολογία της κυβέρνησης για την αναστολή της ρήτρας αναπροσαρμογής. ""Βαφτίσανε το κρέας ψάρι""."	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	28	14:10	2022-06-28 14:10:00
4	"Ρήτρα αναπροσαρμογής: ""Όχι"" στην πιλοτική δίκη λέει ο Άρειος Πάγος"	28 Ιουνίου 2022 13:53	https://www.news247.gr/koinonia/ritra-anaprosarmogis-ochi-stin-pilotiki-diki-leei-o-areios-pagos.9680008.html	Υπέρ των καταναλωτικών οργανώσεων και της Ολομέλειας των Δικηγορικών Συλλόγων Ελλάδος τάχθηκε ο Άρειος Πάγος, ο οποίος απέρριψε σχετικό αίτημα της ΔΕΗ για πιλοτική δίκη αναφορικά με το ζήτημα της ρήτρας αναπροσαρμογής.	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	28	13:53	2022-06-28 13:53:00
5	"Χαρίτσης: ""Διορισμένοι από τη ΝΔ διαφωνούν ανοιχτά με την κυβερνητική πολιτική"""	28 Ιουνίου 2022 10:31	https://www.news247.gr/politiki/charitsis-diorismenoi-apo-ti-nd-diafonoyn-anoichta-me-tin-kyvernitiki-politiki.9679766.html	Τις χθεσινές δηλώσεις του προέδρου της ΡΑΕ που πήρε τη σκυτάλη από Συνήγορο Καταναλωτή και Επιτροπή Ανταγωνισμού  σχολίασε ο τομεάρχης Ανάπτυξης και Επενδύσεων του ΣΥΡΙΖΑ. 	ΧΑΡΙΤΣΗΣ	2022	Ιουνίου	28	10:31	2022-06-28 10:31:00
6	Δύο Έλληνες έφτιαξαν εφαρμογή που προβλέπει την κατανάλωση ρεύματος και η ιδέα τους έφτασε στο MIT 	27 Ιουνίου 2022 15:04	https://www.news247.gr/technologia/dyo-ellines-eftiaxan-efarmogi-poy-provlepei-tin-katanalosi-reymatos-kai-i-idea-toys-eftase-sto-mit.9679007.html	"Ο Μιχάλης Μανής και ο Απόλλωνας Κωνσταντόπουλος δημιούργησαν τη Start Up ""Ensight""  η οποία έφτασε μέχρι τον τελικό του διαγωνισμού ""ΜΙΤ Enterprise Forum Greece""."	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	27	15:04	2022-06-27 15:04:00
7	Λογαριασμοί ρεύματος: Αλλαγές στα τιμολόγια κάθε μήνα μετά την αναστολή της ρήτρας αναπροσαρμογής	27 Ιουνίου 2022 06:19	https://www.news247.gr/energia/allages-timologia-reymatos-kathe-mina-meta-katargisi-ritras-anaprosarmogis.9678458.html	Με την τροπολογία Σκρέκα που κατατέθηκε στη Βουλή αναστέλλεται η εφαρμογή της ρήτρας, αλλά οι καταναλωτές θα λαμβάνουν λογαριασμό με επικαιροποιημένες χρεώσεις κάθε μήνα. Θα μπορούν όμως να αλλάξουν πάροχο ελεύθερα.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	27	06:19	2022-06-27 06:19:00
8	"ΣΥΡΙΖΑ: ""Ομολογούν τη ληστεία με τη ρήτρα αναπροσαρμογής και ετοιμάζουν νέα απάτη σε βάρος των πολιτών"""	25 Ιουνίου 2022 15:56	https://www.news247.gr/politiki/syriza-omologoyn-ti-listeia-me-ti-ritra-anaprosarmogis-kai-etoimazoyn-nea-apati-se-varos-ton-politon.9677504.html	"Για ""επικοινωνιακό κόλπο"" της κυβέρνησης ενόψει εκλογών κάνει λόγο ο ΣΥΡΙΖΑ-ΠΣ σχετικά με την τροπολογία για τη ρήτρα αναπροσαρμογής, την οποία ""οι πολίτες δεν θα βλέπουν""."	ΣΥ.ΡΙΖ.Α.	2022	Ιουνίου	25	15:56	2022-06-25 15:56:00
9	ΥΠΕΝ: Τι στοχεύει με τις δύο ρυθμίσεις για το ρεύμα - Τι αναμένεται από τον Ιούλιο	25 Ιουνίου 2022 10:12	https://www.news247.gr/oikonomia/ypen-ti-stocheyei-me-tis-dyo-rythmiseis-gia-to-reyma-ti-anamenetai-apo-ton-ioylio.9677297.html	Έως τις 10 Ιουλίου οι εταιρείες προμήθειας ηλεκτρικής ενέργειας θα πρέπει να αναρτήσουν στην ιστοσελίδα τους τις τιμές που θα ισχύσουν από την 1η Αυγούστου. Οι λογαριασμοί που θα εκδοθούν τον Αύγουστο δεν θα περιλαμβάνουν ρήτρα αναπροσαρμογής.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	25	10:12	2022-06-25 10:12:00
10	Ρήτρα αναπροσαρμογής: Τέλος από 1η Αυγούστου - Όλη η τροπολογία	24 Ιουνίου 2022 22:26	https://www.news247.gr/oikonomia/ritra-anaprosarmogis-telos-apo-1i-aygoystoy-oli-i-tropologia.9677162.html	Τροπολογία του υπουργείου Περιβάλλοντος και Ενέργειας που κατατέθηκε στη Βουλή, ορίζει την αναστολή της ρήτρας αναπροσαρμογής από την 1η Αυγούστου 2022 μέχρι τις 31 Ιουλίου του 2023.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	24	22:26	2022-06-24 22:26:00
11	Έλεγχοι από τη ΡΑΕ στις ηλεκτρικές εταιρείες για την εφαρμογή της ρήτρας και την κατανομή των επιδοτήσεων	23 Ιουνίου 2022 06:14	https://www.news247.gr/energia/elegchoi-apo-ti-rae-stis-ilektrikes-etaireies-gia-tin-efarmogi-tis-ritras-kai-tin-katanomi-ton-epidotiseon.9674905.html	Μετά από πολλά παράπονα, η Ρυθμιστική Αρχή έχει καλέσει τους προμηθευτές να καταθέσουν όλους τους λογαριασμούς, όλων των καταναλωτών, ώστε να γίνει ηλεκτρονικός έλεγχος.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	23	06:14	2022-06-23 06:14:00
12	Στη Βουλή η ρύθμιση για τις τιμές του ρεύματος	17 Ιουνίου 2022 23:29	https://www.news247.gr/koinonia/sti-voyli-i-rythmisi-gia-tis-times-toy-reymatos-stochos-i-anastoli-tis-ritras-anaprosarmogis.9669885.html	Κατατέθηκε η ρύθμιση για την επιβολή πλαφόν στις τιμές χονδρικής της ηλεκτρικής ενέργειας. Στόχος η αναστολή της ρήτρας αναπροσαρμογής των τιμολογίων ρεύματος και η επιστροφή των τιμών στο επίπεδο του φθινοπώρου.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	17	23:29	2022-06-17 23:29:00
13	Σκέρτσος: Νέο πρόγραμμα από τον Ιούλιο που θα καλύπτει το 85% της ρήτρας αναπροσαρμογής	17 Ιουνίου 2022 23:00	https://www.news247.gr/oikonomia/skertsos-neo-programma-apo-ton-ioylio-poy-tha-kalyptei-to-85-tis-ritras-anaprosarmogis.9669843.html	Ο υπουργός Επικρατείας δήλωσε πως τον Ιούλιο θα έρθει ένα νέο σχήμα που θα καλύπτει το 85% των αυξήσεων της ενεργειακής κρίσης για κάθε νοικοκυριό.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	17	23:00	2022-06-17 23:00:00
14	Στον Άρειο Πάγο η ρήτρα αναπροσαρμογής	14 Ιουνίου 2022 06:32	https://www.news247.gr/koinonia/ston-areio-pago-i-ritra-anaprosarmogis.9664760.html	Το ανώτατο δικαστήριο θα αποφανθεί για το αν θα συζητηθεί η ρήτρα αναπροσαρμογής στο πλαίσιο πιλοτικής δίκης.	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	14	06:32	2022-06-14 06:32:00
15	ΙΝΚΑ: Ανοιξε ο δρόμος για την οριστική κατάργηση της καταχρηστικής ρήτρας αναπροσαρμογής 	03 Ιουνίου 2022 09:32	https://www.news247.gr/koinonia/inka-anoixe-o-dromos-gia-tin-oristiki-katargisi-tis-katachristikis-ritras-anaprosarmogis.9653327.html	Γιατί ο ΙΝΚΑ θεωρεί ιστορική την απόφαση για την έκδοση της προσωρινής διαταγής από το Πρωτοδικείο Αθηνών σύμφωνα με την οποία η ΔΕΗ δεν μπορεί να κόβει πλέον το ρεύμα σε ευάλωτα νοικοκυριά σε περίπτωση μη καταβολής της ρήτρας αναπροσαρμογής. 	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	03	09:32	2022-06-03 09:32:00
16	Στο μικροσκόπιο της Κομισιόν ο μηχανισμός της κυβέρνησης για παρέμβαση στη χονδρική αγορά ρεύματος	03 Ιουνίου 2022 06:13	https://www.news247.gr/energia/sto-mikroskopio-tis-komision-o-michanismos-tis-kyvernisis-gia-paremvasi-sti-chondriki-agora-reymatos.9653133.html	Το σχέδιο νομοθετικής παρέμβασης εστάλη χθες στις Βρυξέλλες προκειμένου να λάβει την έγκριση της Ευρωπαϊκής Επιτροπής. Εάν όλα πάνε καλά το Υπουργείο Περιβάλλοντος ελπίζει να μπορέσει να εφαρμοστεί την 1η Ιουλίου.	ΚΟΜΙΣΙΟΝ	2022	Ιουνίου	03	06:13	2022-06-03 06:13:00
17	Ρήτρα αναπροσαρμογής: Το Πρωτοδικείο απαγορεύει προσωρινά τη διακοπή ρεύματος στους ευάλωτους	02 Ιουνίου 2022 13:07	https://www.news247.gr/koinonia/ritra-anaprosarmogis-to-protodikeio-apagoreyei-prosorina-ti-diakopi-reymatos-stoys-eyalotoys.9652058.html	Δεκτή εν μέρει η χορήγηση προσωρινής διαταγής. Η απόφαση ισχύει μέχρι τη συζήτηση της αγωγής, στις 6 Ιουλίου, υπό τον όρο να μη ζητηθεί άλλη αναβολή.	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	02	13:07	2022-06-02 13:07:00
18	Ρήτρα Αναπροσαρμογής: Σήμερα η απόφαση του Πρωτοδικείου - Τι ισχυρίστηκε η ΔΕΗ	02 Ιουνίου 2022 06:11	https://www.news247.gr/energia/ritra-anaprosarmogis-simera-i-apofasi-toy-protodikeioy-ti-ischyristike-i-dei.9651668.html	Σήμερα η απόφαση επί της προσωρινής διαταγής προκειμένου να σταματήσουν οι διακοπές ρεύματος για τους οφειλέτες.	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	02	06:11	2022-06-02 06:11:00
19	Ποιες θα είναι οι επιδοτήσεις στους λογαριασμούς ρεύματος για τον Ιούνιο	02 Ιουνίου 2022 06:10	https://www.news247.gr/energia/poies-tha-einai-oi-epidotiseis-stoys-logariasmoys-reymatos-gia-ton-ioynio.9651761.html	Διατηρείται η φιλοσοφία των μέτρων επιδότησης στους λογαριασμούς ρεύματος για το μήνα Ιούνιο, αλλά το ύψος της ενίσχυσης θα μειωθεί καθώς η χονδρική είχε μια μικρή αποκλιμάκωση σε σχέση με τον προηγούμενο μήνα.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Ιουνίου	02	06:10	2022-06-02 06:10:00
20	Ρήτρα αναπροσαρμογής: Την Πέμπτη η απόφαση για την προσωρινή διαταγή - Η ΔΕΗ ισχυρίζεται ότι θα καταστραφεί οικονομικά	01 Ιουνίου 2022 16:58	https://www.news247.gr/koinonia/ritra-anaprosarmogis-tin-pempti-i-apofasi-gia-tin-prosorini-diatagi-i-dei-ischyrizetai-oti-tha-katastrafei-oikonomika.9651314.html	Την Πέμπτη η πολύ κρίσιμη απόφαση για την προσωρινή διαταγή που ζητούν οι ενώσεις καταναλωτών για τη ρήτρα αναπροσαρμογής.	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	01	16:58	2022-06-01 16:58:00
21	Στη Δικαιοσύνη η ρήτρα αναπροσαρμογής	01 Ιουνίου 2022 13:08	https://www.news247.gr/koinonia/sti-dikaiosyni-i-ritra-anaprosarmogis.9651128.html	Στο Πρωτοδικείο η πρώτη συλλογική αγωγή κατά της ρήτρα αναπροσαρμογής. Αναβολή ζήτησαν οι δικηγόροι της ΔΕΗ. Το αίτημα του ΙΝΚΑ και της ΕΚΠΟΙΖΩ.	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Ιουνίου	01	13:08	2022-06-01 13:08:00
22	"Τσίπρας: ""Μαγείρεμα"" με τα υπερκέρδη των καρτέλ, ""ολιστική"" αποτυχία για την κλιματική αλλαγή"	26 Μαΐου 2022 14:46	https://www.news247.gr/politiki/tsipras-mageirema-me-ta-yperkerdi-ton-kartel-olistiki-apotychia-gia-tin-klimatiki-allagi.9644820.html	Τροπολογία για να μην κόβεται το ρεύμα σε όσους αδυνατούν να πληρώσου την ρήτρα αναπροσαρμογής κατέθεσε ο αρχηγός της αξιωματικής αντιπολίτευσης.	ΑΛΕΞΗΣ ΤΣΙΠΡΑΣ	2022	Μαΐου	26	14:46	2022-05-26 14:46:00
23	Λογαριασμοί ρεύματος: Ποιοι δικαιούνται αναδρομική ενίσχυση και πώς θα τη διεκδικήσουν	26 Μαΐου 2022 06:17	https://www.news247.gr/energia/logariasmoi-reymatos-poioi-dikaioyntai-anadromiki-enischysi-kai-pos-tha-tin-diekdikisoyn.9644276.html	Εν αναμονή της κοινής υπουργικής απόφασης για τη διαδικασία υποβολής της αίτησης και τον τρόπο υπολογισμού των επιδοτήσεων για το ρεύμα. Όσα πρέπει να ξέρουν οι καταναλωτές.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Μαΐου	26	06:17	2022-05-26 06:17:00
24	"Σταϊκούρας: ""Θα καλύψουμε το 70-80% της αύξησης του ρεύματος το 2ο εξάμηνο του 2022"""	21 Μαΐου 2022 12:03	https://www.news247.gr/politiki/staikoyras-tha-kalypsoyme-to-70-80-tis-ayxisis-toy-reymatos-to-2o-examino-toy-2022.9638765.html	Για το ενδεχόμενο νέας επιδότησης καυσίμων και την κατάργηση της ρήτρας αναπροσαρμογής μίλησε ο Χρήστος Σταϊκούρας. Τι είπε για την επιστρεπτέα προκαταβολή.	ΧΡΗΣΤΟΣ ΣΤΑΪΚΟΥΡΑΣ	2022	Μαΐου	21	12:03	2022-05-21 12:03:00
25	Ρήτρα αναπροσαρμογής - Πάτρα: Απαγόρευση διακοπής ρεύματος σε δύο άτομα που είχαν προσφύγει στη δικαιοσύνη	13 Μαΐου 2022 16:37	https://www.news247.gr/koinonia/ritra-anaprosarmogis-patra-apagoreysi-diakopis-reymatos-se-dyo-atoma-poy-eichan-prosfygei-sti-dikaiosyni.9629503.html	Η πρώτη δικαστική απόφαση για απαγόρευση διακοπής ηλεκτρικού ρεύματος, χωρίς να καταβάλλεται το ποσό που αντιστοιχεί στη ρήτρα αναπροσαρμογής εκδόθηκε σήμερα στην Πάτρα. 	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Μαΐου	13	16:37	2022-05-13 16:37:00
26	Παπαθανάσης: Η ρήτρα αναπροσαρμογής καταργείται τον Ιούλιο	11 Μαΐου 2022 11:38	https://www.news247.gr/politiki/papathanasis-i-ritra-anaprosarmogis-katargeitai-ton-ioylio.9626582.html	"Την κατάργηση της ρήτρας αναπροσαρμογής, έκανε γνωστή ο Νίκος Παπαθανάσης. ""Εν μέρει θα πληρώνεται από τον κρατικό προϋπολογισμό και το υπόλοιπο θα καλύπτεται από τα μέτρα και τους πόρους που θα προκύψουν""."	ΡΗΤΡΑ ΑΝΑΠΡΟΣΑΡΜΟΓΗΣ	2022	Μαΐου	11	11:38	2022-05-11 11:38:00
27	"Χαρίτσης: ""Η κυβέρνηση δεν έχει κάνει τίποτα ουσιαστικό εδώ και 9 μήνες για να αντιμετωπίσει την κρίση"""	11 Μαΐου 2022 10:21	https://www.news247.gr/politiki/charitsis-i-kyvernisi-den-echei-kanei-tipota-oysiastiko-edo-kai-9-mines-gia-na-antimetopisei-tin-krisi.9626495.html	"Για ""αδράνεια της κυβέρνησης, ιδιαίτερα τους τελευταίους 9 μήνες"" για ουσιαστική αντιμετώπιση της κρίσης, έκανε λόγο ο Αλέξης Χαρίτσης."	ΑΛΕΞΗΣ ΧΑΡΙΤΣΗΣ	2022	Μαΐου	11	10:21	2022-05-11 10:21:00
28	Αναστολή της ρήτρας αναπροσαρμογής - Ζωντανά η παρέμβαση Τσίπρα στη Βουλή	10 Μαΐου 2022 06:05	https://www.news247.gr/politiki/anastoli-tis-ritras-anaprosarmogis-pataxi-tis-aischrokerdeias-tha-zitisei-o-alexis-tsipras.9625149.html	Σήμερα συζητείται στην Βουλή η τροπολογία του ΣΥΡΙΖΑ για αναστολή της ρήτρας έως ότου κριθεί από την δικαιοσύνη.	ΒΟΥΛΗ	2022	Μαΐου	10	06:05	2022-05-10 06:05:00
29	Τα τρία σίγμα του Μητσοτάκη και το μήνυμα για αυτοδύναμη ΝΔ	06 Μαΐου 2022 20:04	https://www.news247.gr/politiki/synedrio-nd-i-omilia-toy-kyriakoy-mitsotaki-live-eikona.9621669.html	Η μεσαία τάξη δε θα πληρώσει τη νύφη της ενεργειακής κρίσης, διαβεβαίωσε ο πρωθυπουργός από το 14ο συνέδριο της ΝΔ, θέτοντας το διακύβευμα της πολιτικής σταθερότητας για τις επόμενες εκλογές 	ΣΥΝΕΔΡΙΟ ΝΔ	2022	Μαΐου	06	20:04	2022-05-06 20:04:00
30	"""Η φθηνότερη ενέργεια είναι αυτή που δεν καταναλώνεται ποτέ"": Από πού πήρε την ατάκα ο Μητσοτάκης"	06 Μαΐου 2022 14:13	https://www.news247.gr/politiki/i-fthinoteri-energeia-einai-ayti-poy-den-katanalonetai-pote-apo-poy-pire-tin-ataka-o-mitsotakis.9621241.html	O πρωθυπουργός προσπάθησε να διασκεδάσει τις εντυπώσεις με ανακοίνωση αναστολής της ρήτρας αναπροσαρμογής από τον Ιούλιο. Η ατάκα του για την ενέργεια ξεσήκωσε θύελλα αντιδράσεων. Πότε - πρόσφατα - την ακούσαμε ξανά.	ΚΥΡΙΑΚΟΣ ΜΗΤΣΟΤΑΚΗΣ	2022	Μαΐου	06	14:13	2022-05-06 14:13:00
31	Μέτρα για το ρεύμα: 10 λεπτά ανά κιλοβατώρα η επιδότηση για τις καταναλώσεις πάνω από 300 κιλοβατώρες	06 Μαΐου 2022 06:12	https://www.news247.gr/energia/metra-gia-to-reyma-10-lepta-ana-kilovatora-i-epidotisi-gia-tis-katanaloseis-pano-apo-300-kilovatores.9620870.html	Πώς θα περιοριστεί η καταιγίδα για Μάϊο και Ιούνιο. Το νέο καθεστώς για το δεύτερο εξάμηνο του έτους. Πώς θα χρηματοδοτηθούν τα μέτρα.	ΗΛΕΚΤΡΙΚΗ ΕΝΕΡΓΕΙΑ	2022	Μαΐου	06	06:12	2022-05-06 06:12:00
32	Στις 19:00 οι ανακοινώσεις Μητσοτάκη για την τιμή του ηλεκτρικού ρεύματος	05 Μαΐου 2022 10:25	https://www.news247.gr/politiki/stis-19-00-oi-anakoinoseis-mitsotaki-gia-tin-timi-toy-ilektrikoy-reymatos.9619820.html	Ο πρωθυπουργός θα ανακοινώσει τα νέα μέτρα για το ρεύμα σήμερα το απόγευμα και αύριο οι αρμόδιοι υπουργοί θα τα εξειδικεύσουν. Τι περιλαμβάνει το πακέτο στήριξης.	ΚΥΡΙΑΚΟΣ ΜΗΤΣΟΤΑΚΗΣ	2022	Μαΐου	05	10:25	2022-05-05 10:25:00
